Timestamp,ID,Date,Day,GoToSlp,Getup,Duration,Com,Quality,Reason,BreakfastTime,Breakfast,MorningSnack,LunchTime,Lunch,AfternoonSnack,DinnerTime,Dinner,EveningSnack,MorningAct,AfternoonAct,EveningAct
23/03/2016 10:36:04,25,23/03/2016,Wednesday,22:30:00,6:40:00,8:10:00,Yes,4,,6:55:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",11:45:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",18:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Egg prodcuts","Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products_(including juice), Caffeine drink (including coffee, tea, cola)","Drive or take bus/car/train, Work/study","Drive or take bus/car/train, Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
23/03/2016 10:58:34,14,23/03/2016,Wednesday,0:10:00,8:00:00,7:50:00,No,4,,8:30:00,"Fruit products (including juice), Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",12:00:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans)","Caffeine drink (including coffee, tea, cola)",21:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Vegetables (including salad, beans), Meat products, Egg prodcuts",,"Bike (as a transportation), Work/study",Work/study,"Bike (as a transportation), Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)"
23/03/2016 11:06:26,1,23/03/2016,Wednesday,1:00:00,9:00:00,8:00:00,No,3,,10:30:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.)","Caffeine drink (including coffee, tea, cola)",12:10:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products","Caffeine drink (including coffee, tea, cola)",19:00:00,"Potato products (potato, chip, fries), Meat products",,"Drive or take bus/car/train, Work/study","Drive or take bus/car/train, Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.), Social activities (party, communication with people more than 20 mins)"
23/03/2016 11:13:39,15,23/03/2016,Wednesday,0:30:00,9:45:00,9:15:00,No,3,,9:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",12:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products_(including juice)","Caffeine drink (including coffee, tea, cola)",21:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Nuts","Dairy products (milk, cheese, butter, etc.), Nuts",Bike (as a transportation),Bike (as a transportation),"Entertainment/relax (rest, watch TV or movies, play games, etc.)"
23/03/2016 12:10:06,17,23/03/2016,Wednesday,23:30:00,5:30:00,6:00:00,Yes,4,,8:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.), Meat products, Egg prodcuts, Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Nuts",14:00:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.)",Nuts,20:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Seafood, Meat products, Alcohol drink (including beer, wine)",,"Walk (as a transportation or shopping), Drive or take bus/car/train","Walk (as a transportation or shopping), Drive or take bus/car/train","Walk (as a transportation or shopping), Entertainment/relax (rest, watch TV or movies, play games, etc.)"
23/03/2016 14:10:51,30,23/03/2016,Wednesday,0:09:00,8:25:00,8:16:00,No,4,,8:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Dairy products (milk, cheese, butter, etc.)","Vegetables (including salad, beans)",12:10:00,"Sandwich (if you eat this composite dish also choose the components inside), Dairy products (milk, cheese, butter, etc.), Meat products",Fruit products_(including juice),18:10:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Meat products","Potato products (potato, chip, fries)",Work/study,Work/study,"Entertainment/relax (rest, watch TV or movies, play games, etc.)"
23/03/2016 14:18:52,26,23/03/2016,Wednesday,0:35:00,8:45:00,8:10:00,No,3,,9:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",13:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products_(including juice), Caffeine drink (including coffee, tea, cola)","Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products_(including juice), Caffeine drink (including coffee, tea, cola)",19:15:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products",Fruit products_(including juice),"Bike (as a transportation), Work/study","Bike (as a transportation), Work/study","Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)"
23/03/2016 14:18:50,5,23/03/2016,Wednesday,0:20:00,8:00:00,7:40:00,No,5,,8:20:00,"Sandwich (if you eat this composite dish also choose the components inside), Dairy products (milk, cheese, butter, etc.), Meat products","Caffeine drink (including coffee, tea, cola)",12:15:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans)","Caffeine drink (including coffee, tea, cola)",18:30:00,"Meat products, Egg prodcuts",,"Bike (as a transportation), Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.), Sport (workout, cycling, swimming, etc.)","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
23/03/2016 14:21:18,27,23/03/2016,Wednesday,0:00:00,7:30:00,7:30:00,No,4,,8:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)",,12:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Egg prodcuts","Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans)",21:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.)","Sweet food (cookie, cakes, chocolate, sugar, etc.)","Bike (as a transportation), Work/study",Work/study,"Bike (as a transportation), Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)"
23/03/2016 14:25:55,29,23/03/2016,Wednesday,0:10:00,7:30:00,7:20:00,No,4,,7:45:00,"Sandwich (if you eat this composite dish also choose the components inside), Sweet food (cookie, cakes, chocolate, sugar, etc.)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",13:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Dairy products (milk, cheese, butter, etc.), Meat products, Caffeine drink (including coffee, tea, cola)",Nuts,,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Nuts, Meat products","Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Bike (as a transportation), Work/study","Walk (as a transportation or shopping), Bike (as a transportation)","Walk (as a transportation or shopping), Bike (as a transportation), Sport (workout, cycling, swimming, etc.)"
23/03/2016 14:28:43,9,23/03/2016,Wednesday,23:45:00,7:30:00,7:45:00,No,5,,8:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)",,12:15:00,"Potato products (potato, chip, fries), Fruit products_(including juice)","Caffeine drink (including coffee, tea, cola)",20:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.)","Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.)","Drive or take bus/car/train, Work/study",Work/study,Drive or take bus/car/train
23/03/2016 14:32:48,20,23/03/2016,Wednesday,23:30:00,7:10:00,7:40:00,Yes,4,,7:30:00,"Dairy products (milk, cheese, butter, etc.), Nuts",Nuts,13:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Meat products",,18:30:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Meat products","Caffeine drink (including coffee, tea, cola), Alcohol drink (including beer, wine)","Drive or take bus/car/train, Work/study",Work/study,"Drive or take bus/car/train, Work/study, Social activities (party, communication with people more than 20 mins)"
23/03/2016 14:41:31,23,23/03/2016,Wednesday,0:14:00,7:24:00,7:10:00,Yes,4,,0:32:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",,,,,18:04:00,"Potato products (potato, chip, fries), Meat products","Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Meat products","Work/study, Sleep","Walk (as a transportation or shopping), Drive or take bus/car/train, Social activities (party, communication with people more than 20 mins)","Walk (as a transportation or shopping), Drive or take bus/car/train, Social activities (party, communication with people more than 20 mins)"
23/03/2016 14:52:52,12,23/03/2016,Wednesday,1:10:00,9:40:00,8:30:00,No,5,,9:20:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)",,12:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Meat products",,18:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Fruit products_(including juice), Meat products, Egg prodcuts","Potato products (potato, chip, fries)","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study","Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)"
23/03/2016 16:00:11,2,23/03/2016,Wednesday,1:00:00,9:46:00,8:46:00,No,3,,9:45:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.)",,12:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products","Sweet food (cookie, cakes, chocolate, sugar, etc.)",19:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Fruit products_(including juice), Meat products",,Work/study,Work/study,"Entertainment/relax (rest, watch TV or movies, play games, etc.)"
23/03/2016 23:30:42,21,23/03/2016,Wednesday,0:00:00,7:45:00,7:45:00,Yes,5,,8:00:00,"Fruit products (including juice), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",13:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products","Caffeine drink (including coffee, tea, cola)",19:00:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Seafood, Caffeine drink (including coffee, tea, cola)","Nuts, Alcohol drink (including beer, wine)","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study","Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)"
24/03/2016 08:37:40,28,24/03/2016,Thursday,0:30:00,7:00:00,6:30:00,No,4,,7:30:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",15:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Meat products","Sweet food (cookie, cakes, chocolate, sugar, etc.), Alcohol drink (including beer, wine)",23:00:00,"Potato products (potato, chip, fries), Meat products",,Walk (as a transportation or shopping),Walk (as a transportation or shopping),Walk (as a transportation or shopping)
24/03/2016 09:09:34,10,24/03/2016,Thursday,22:30:00,6:45:00,8:15:00,Yes,4,,7:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",12:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Fruit products_(including juice), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",18:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Potato products (potato, chip, fries), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.)","Fruit products_(including juice), Caffeine drink (including coffee, tea, cola)","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
24/03/2016 09:10:27,11,24/03/2016,Thursday,23:00:00,7:00:00,8:00:00,No,4,,7:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products (including juice), Egg prodcuts, Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",12:20:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Nuts, Meat products, Egg prodcuts, Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products_(including juice), Caffeine drink (including coffee, tea, cola)",18:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Meat products","Potato products (potato, chip, fries)","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study, Social activities (party, communication with people more than 20 mins)","Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.), Social activities (party, communication with people more than 20 mins)"
24/03/2016 09:12:46,17,24/03/2016,Thursday,23:30:00,5:45:00,6:15:00,Yes,4,,7:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Egg prodcuts, Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",11:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",18:30:00,"Vegetables (including salad, beans), Seafood",,"Walk (as a transportation or shopping), Drive or take bus/car/train","Drive or take bus/car/train, Work/study","Drive or take bus/car/train, Work/study"
24/03/2016 09:28:42,4,24/03/2016,Thursday,21:00:00,7:20:00,10:20:00,No,4,,8:20:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)",,13:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Fruit products_(including juice), Dairy products (milk, cheese, butter, etc.), Meat products, Egg prodcuts",,18:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.), Meat products, Caffeine drink (including coffee, tea, cola)",,Bike (as a transportation),Work/study,"Bike (as a transportation), Sleep"
24/03/2016 09:31:53,5,24/03/2016,Thursday,22:30:00,8:00:00,9:30:00,No,4,,8:20:00,"Sandwich (if you eat this composite dish also choose the components inside), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",12:10:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Meat products","Caffeine drink (including coffee, tea, cola)",,"Vegetables (including salad, beans), Meat products",,"Bike (as a transportation), Work/study","Bike (as a transportation), Entertainment/relax (rest, watch TV or movies, play games, etc.)","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
24/03/2016 09:34:46,3,24/03/2016,Thursday,22:15:00,7:45:00,9:30:00,No,4,,8:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Meat products","Caffeine drink (including coffee, tea, cola)",12:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Meat products","Caffeine drink (including coffee, tea, cola)",20:30:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products, Alcohol drink (including beer, wine)","Fruit products_(including juice), Caffeine drink (including coffee, tea, cola)","Bike (as a transportation), Work/study","Walk (as a transportation or shopping), Bike (as a transportation), Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.)"
24/03/2016 09:49:16,21,24/03/2016,Thursday,0:30:00,7:30:00,7:00:00,Yes,4,,7:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",13:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Meat products, Caffeine drink (including coffee, tea, cola)","Grain products (rice, noodles, bread, pizza, pasta, etc.), Caffeine drink (including coffee, tea, cola)",18:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Vegetables (including salad, beans), Nuts, Meat products","Nuts, Alcohol drink (including beer, wine)","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study","Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)"
24/03/2016 10:25:04,13,24/03/2016,Thursday,23:00:00,7:00:00,8:00:00,No,4,,7:00:00,Fruit products (including juice),"Sweet food (cookie, cakes, chocolate, sugar, etc.)",13:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products_(including juice), Dairy products (milk, cheese, butter, etc.), Nuts",Fruit products_(including juice),21:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans)",,Bike (as a transportation),Work/study,"Sport (workout, cycling, swimming, etc.)"
24/03/2016 10:57:02,16,24/03/2016,Thursday,23:50:00,7:00:00,7:10:00,No,5,,9:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)",,12:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans)","Caffeine drink (including coffee, tea, cola)",18:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Nuts","Sweet food (cookie, cakes, chocolate, sugar, etc.), Fruit products_(including juice), Nuts",Work/study,Work/study,"Work/study, Social activities (party, communication with people more than 20 mins)"
24/03/2016 11:02:35,7,24/03/2016,Thursday,23:30:00,7:45:00,8:15:00,No,4,,8:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Caffeine drink (including coffee, tea, cola)",,12:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Fruit products_(including juice), Seafood",,18:00:00,"Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products, Alcohol drink (including beer, wine)",Fruit products_(including juice),"Bike (as a transportation), Work/study","Drive or take bus/car/train, Social activities (party, communication with people more than 20 mins)","Drive or take bus/car/train, Bike (as a transportation), Social activities (party, communication with people more than 20 mins)"
24/03/2016 11:31:44,22,24/03/2016,Thursday,23:50:00,8:00:00,8:10:00,Yes,2,Stress and nervous,7:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.), Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",12:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Fruit products_(including juice), Dairy products (milk, cheese, butter, etc.), Meat products, Egg prodcuts","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",20:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Meat products, Alcohol drink (including beer, wine)","Alcohol drink (including beer, wine)","Walk (as a transportation or shopping), Bike (as a transportation), Work/study, Social activities (party, communication with people more than 20 mins)","Walk (as a transportation or shopping), Bike (as a transportation), Work/study, Social activities (party, communication with people more than 20 mins)","Social activities (party, communication with people more than 20 mins)"
24/03/2016 12:06:15,18,24/03/2016,Thursday,23:00:00,5:20:00,6:20:00,Yes,4,,7:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.), Egg prodcuts","Caffeine drink (including coffee, tea, cola)",13:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Seafood","Caffeine drink (including coffee, tea, cola)",20:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Seafood, Egg prodcuts","Sweet food (cookie, cakes, chocolate, sugar, etc.)","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study, Social activities (party, communication with people more than 20 mins)"
24/03/2016 13:11:25,2,24/03/2016,Thursday,1:30:00,8:50:00,7:20:00,No,3,,,,,10:50:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Seafood, Meat products, Egg prodcuts","Sweet food (cookie, cakes, chocolate, sugar, etc.)",19:40:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.), Dairy products (milk, cheese, butter, etc.)",,"Entertainment/relax (rest, watch TV or movies, play games, etc.)",Work/study,"Entertainment/relax (rest, watch TV or movies, play games, etc.), Social activities (party, communication with people more than 20 mins)"
24/03/2016 14:38:05,15,24/03/2016,Thursday,0:30:00,9:40:00,9:10:00,No,3,,10:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products (including juice), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",12:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products_(including juice)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",21:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.)","Fruit products_(including juice), Nuts",Bike (as a transportation),"Walk (as a transportation or shopping), Bike (as a transportation)","Entertainment/relax (rest, watch TV or movies, play games, etc.), Sport (workout, cycling, swimming, etc.)"
24/03/2016 14:48:07,1,24/03/2016,Thursday,1:00:00,12:30:00,11:30:00,No,4,,10:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",,,"Sweet food (cookie, cakes, chocolate, sugar, etc.)",18:30:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Seafood, Meat products, Egg prodcuts",Fruit products_(including juice),"Social activities (party, communication with people more than 20 mins)","Walk (as a transportation or shopping), Work/study","Walk (as a transportation or shopping), Work/study"
24/03/2016 14:50:52,23,24/03/2016,Thursday,1:02:00,7:10:00,6:08:00,Yes,4,,8:05:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.)",,12:20:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products",Fruit products_(including juice),22:06:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Meat products",,"Walk (as a transportation or shopping), Drive or take bus/car/train, Entertainment/relax (rest, watch TV or movies, play games, etc.), Social activities (party, communication with people more than 20 mins)","Walk (as a transportation or shopping), Entertainment/relax (rest, watch TV or movies, play games, etc.), Social activities (party, communication with people more than 20 mins)","Walk (as a transportation or shopping), Drive or take bus/car/train, Social activities (party, communication with people more than 20 mins)"
24/03/2016 14:55:05,9,24/03/2016,Thursday,23:00:00,8:00:00,9:00:00,No,5,,8:15:00,"Sandwich (if you eat this composite dish also choose the components inside), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",,"Sandwich (if you eat this composite dish also choose the components inside), Vegetables (including salad, beans), Dairy products (milk, cheese, butter, etc.)",,20:10:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)","Potato products (potato, chip, fries)","Drive or take bus/car/train, Work/study",Work/study,Drive or take bus/car/train
24/03/2016 14:55:39,6,24/03/2016,Thursday,2:00:00,8:20:00,6:20:00,No,4,,8:50:00,"Sweet food (cookie, cakes, chocolate, sugar, etc.)",,12:10:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Sweet food (cookie, cakes, chocolate, sugar, etc.), Meat products",,18:29:00,"Potato products (potato, chip, fries), Meat products, Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)","Drive or take bus/car/train, Work/study",Work/study,"Drive or take bus/car/train, Work/study, Entertainment/relax (rest, watch TV or movies, play games, etc.)"
24/03/2016 14:55:59,19,24/03/2016,Thursday,21:30:00,8:00:00,10:30:00,Yes,4,,10:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Sweet food (cookie, cakes, chocolate, sugar, etc.), Vegetables (including salad, beans), Caffeine drink (including coffee, tea, cola)","Caffeine drink (including coffee, tea, cola)",12:30:00,"Sandwich (if you eat this composite dish also choose the components inside), Sweet food (cookie, cakes, chocolate, sugar, etc.), Vegetables (including salad, beans), Caffeine drink (including coffee, tea, cola)","Fruit products_(including juice), Caffeine drink (including coffee, tea, cola)",18:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.)",,"Drive or take bus/car/train, Work/study","Drive or take bus/car/train, Work/study","Entertainment/relax (rest, watch TV or movies, play games, etc.), Sleep"
24/03/2016 15:01:58,26,24/03/2016,Thursday,23:10:00,8:45:00,9:35:00,No,4,,9:15:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Dairy products (milk, cheese, butter, etc.)","Caffeine drink (including coffee, tea, cola)",13:00:00,"Sandwich (if you eat this composite dish also choose the components inside), Grain products (rice, noodles, bread, pizza, pasta, etc.), Fruit products_(including juice), Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.), Caffeine drink (including coffee, tea, cola)",17:00:00,"Grain products (rice, noodles, bread, pizza, pasta, etc.), Potato products (potato, chip, fries), Vegetables (including salad, beans), Meat products, Caffeine drink (including coffee, tea, cola)","Sweet food (cookie, cakes, chocolate, sugar, etc.)","Bike (as a transportation), Work/study","Bike (as a transportation), Work/study","Bike (as a transportation), Social activities (party, communication with people more than 20 mins), Sport (workout, cycling, swimming, etc.)"
